Filename,Segment,WC,Analytic,Clout,Authentic,Tone,WPS,Sixltr,Dic,function,pronoun,ppron,i,we,you,shehe,they,ipron,article,prep,auxverb,adverb,conj,negate,verb,adj,compare,interrog,number,quant,affect,posemo,negemo,anx,anger,sad,social,family,friend,female,male,cogproc,insight,cause,discrep,tentat,certain,differ,percept,see,hear,feel,bio,body,health,sexual,ingest,drives,affiliation,achieve,power,reward,risk,focuspast,focuspresent,focusfuture,relativ,motion,space,time,work,leisure,home,money,relig,death,informal,swear,netspeak,assent,nonflu,filler,AllPunc,Period,Comma,Colon,SemiC,QMark,Exclam,Dash,Quote,Apostro,Parenth,OtherP
4chan-b-2019-06-cleaned.txt,1,5075109,54.58,58.43,14.17,30.66,18.56,12.09,73.46,42.30,14.01,9.23,3.67,0.43,2.53,1.92,0.67,4.77,4.39,9.11,7.62,4.58,4.76,1.88,14.54,4.87,2.20,1.39,1.66,2.20,6.51,3.38,3.09,0.19,1.82,0.35,10.11,0.45,0.49,2.09,0.94,10.18,1.66,1.41,1.66,2.64,1.37,2.86,2.51,1.29,0.42,0.62,4.24,1.85,0.54,1.96,0.45,5.92,1.65,1.02,1.93,1.44,0.45,2.54,10.37,1.02,9.95,1.49,5.02,3.41,1.13,0.74,0.24,0.47,0.33,0.27,4.81,2.53,1.61,0.41,0.24,0.05,48.46,5.19,2.59,0.16,0.31,1.60,0.60,0.49,0.56,2.15,0.33,34.47
