Filename,Segment,WC,Analytic,Clout,Authentic,Tone,WPS,Sixltr,Dic,function,pronoun,ppron,i,we,you,shehe,they,ipron,article,prep,auxverb,adverb,conj,negate,verb,adj,compare,interrog,number,quant,affect,posemo,negemo,anx,anger,sad,social,family,friend,female,male,cogproc,insight,cause,discrep,tentat,certain,differ,percept,see,hear,feel,bio,body,health,sexual,ingest,drives,affiliation,achieve,power,reward,risk,focuspast,focuspresent,focusfuture,relativ,motion,space,time,work,leisure,home,money,relig,death,informal,swear,netspeak,assent,nonflu,filler,AllPunc,Period,Comma,Colon,SemiC,QMark,Exclam,Dash,Quote,Apostro,Parenth,OtherP
4chan-a-2015-07-entire_month.txt,1,15809201,48.27,52.06,19.34,31.51,13.73,15.63,80.94,50.35,14.18,8.01,2.71,0.32,1.62,2.40,0.96,6.15,6.16,10.96,9.86,6.26,5.82,2.56,17.21,5.24,2.86,1.78,1.84,2.46,6.83,3.56,3.23,0.20,1.83,0.37,9.39,0.26,0.29,1.65,1.61,13.27,2.17,2.00,1.85,3.19,1.71,4.08,2.47,1.32,0.53,0.44,2.67,1.20,0.34,0.85,0.33,5.93,1.14,1.38,2.22,1.55,0.56,3.27,11.75,1.28,11.09,1.37,5.49,4.32,1.20,0.95,0.17,0.38,0.31,0.38,2.70,1.48,0.62,0.32,0.23,0.05,20.11,6.38,3.07,0.19,0.34,1.39,0.28,0.67,0.63,3.60,0.38,3.18
